text,label,exp1_pred,exp1_conf,exp3_pred,exp3_conf
"RT @LhaieOfficial: Dear VP Binay, nilait mo nalang yung sarili mo sa mga salitang ""nognog"" ""pandak"" bat di mo pa sinali yung salitang corru…",1,1,0.99560744,1,0.9546
I've had it with this self name calling. And no Binay. I won't ever vote you.,0,1,0.9850568,1,0.979
"@nems5669 @cocoy naalala konrin yun challenge ni VP Binay kay Trillanes for a debate, tapos mismo si VP Binay nag backout.",0,0,0.9692123,0,0.996
"@Ideal_Views MAR ROXAS WALANG NAGAWA, PULOS PANINIRA
#INUTIL https://t.co/VjLX3EZs7F",1,1,0.9830335,1,0.9937
Taena lt si Kathryn pala INC pero kay Mar Roxas siya hahahaha,1,0,0.8122545,1,0.9937
I got pissed sa press conference ni Mar Roxas kanina. Oo ayoko sa… https://t.co/DHrMJV7TI5,1,0,0.9530327,1,0.9844
Kapag sinasabi ng kapatid ko ang Mar Roxas. Sinasabi niya bilang Maroxas walang space,0,1,0.9914541,1,0.5444
"Duterte is No.1 on online Presidential polls, Poe &amp; Binay came last - The Maharlikan https://t.co/E9I8UgxzgZ",0,1,0.5293965,0,0.9995
Trillanes is going to jail because of a case filed by Binay. Nauna pa siya,0,0,0.9274704,0,0.8667
Yup. Rappler is Pro-Mar Roxas.,0,1,0.85172164,0,0.986
Yung matatawa ka nalang sa advertisement ni Binay at Roxas. Wag kami uyyyy! #VoteWisely #Election2016,0,1,0.97517747,1,0.9653
"Mahirap daw sila Binay. Pero nung tinanong sya saan nanggaling ang mga ari arian nya, minana daw nya sa mga magulang nya. O ha #binaycorrupt",1,1,0.99569666,1,0.994
Sabihin niyo sa akin na hindi si Leni Robredo partner ni Mar Roxas,0,0,0.94640476,0,0.9956
"Nabalitaan ko lang yung MMK na tungkol sa buhay ni leni robredo, kada commercial si mar roxas daw ang lumalabas. Biasity lvl 1m #ABSCBNFAIL",1,1,0.984166,1,0.963
": I can stand it if you vote for Mar, Binay, Duterte, Escudero, Trillanes, et al. But if you vote for Bongbong, you are dead to me.",1,0,0.99008733,1,0.9
Mar roxas pls ?? hahhahaahahhahahaha @dhaxreyes,0,1,0.9897143,0,0.981
"Binay-Chiz meeting, walang masama – Poe https://t.co/08rPabKi4c | via Brigada News Philippines",0,0,0.99229795,0,0.9995
"Binay camp hits back at Lacierda, calls him insensitive, blind to poverty https://t.co/voaBAi72By",0,1,0.98271114,0,0.9946
"Between VP Binay and Sec. Roxas, who would be the best bet for President?",0,0,0.99175996,0,0.999
"Bet ko si Binay honestly, pero nag-overreact ba ako nung sinabihan niyo siyang nognog, pandak at kung anu ano pa?! Wala wala bastos kayo!",1,1,0.9962702,1,0.997
"Mar Roxas ""Shut up""..  Si DUTERTE Na, yun Panalo  ehh???? 

#Duterte",1,1,0.7675587,1,0.9814
Sana Hindi manalo si binay!,1,0,0.8690322,0,0.523
"Diyos ko nagsisimula pa lang ang 2016, ang dami nang namamatay. Binay, kailan sched mo? ????",1,1,0.9960788,1,0.9873
LOOK: #Roxas went to a nearby coffee shop w/ son Paolo &amp; nieces after casting his vote #VotePH2016 https://t.co/MGGwXMapCb,0,0,0.99288815,0,1.0
Supreme Court upholds CA decision on Junjun Binay's case - CNN https://t.co/TF9Zids9vu,0,0,0.9911998,0,1.0
"Sa tingin mo ba Duterte, natuwa yung mga RAPE VICTIM nung nirape sila? Isip isip din kasi!! #OnlyBinayAgainstRapeBinay ProWomen",1,1,0.9961112,1,0.9937
"hay Binay. 

mukha mo pa lang, Inciting To Sedition na..",0,1,0.9958547,0,0.528
"""Only Binay""

""Ipagpapatuloy ko ang nasimulan ni FPJ""

""Ako si Mar - trabaho lang, walang drama""

""Patay kayo""

Me: https://t.co/P9ojtCP6Gp",1,0,0.9724098,0,0.9985
Kung pwede lang ako bumoto Mar Roxas ako e,0,0,0.7376251,0,0.965
#Duterte2016,0,0,0.685925,1,0.6514
6. Ateneo 7. Mac Belo 8. Gimme5 Rocks SMManila 9. Sarah Geronimo - MINAMAHAL 10. Only Binay  2015/11/22 04:33 PHT … https://t.co/UfpANONpPA,0,0,0.9904413,0,0.999
"If I were to vote:
Duterte's out of my list after all the statements unfit for a statesman. The others are meh (Poe, Binay, Mar)
Go Miriam!",0,1,0.99661344,0,0.996
"@tpreyes @AksyonTV when they guested Binay,they were just joking a lot with him. Kay GPL gentle sila for sure. Kay MDS , takot.",0,1,0.9695823,0,0.8057
VP Binay dances with AiAi de las Alas at UNA Campaign kickoff @manila_bulletin https://t.co/2El9MoRVtY,0,0,0.99166393,0,1.0
Wag tularan si Binay.,1,1,0.65612173,1,0.8037
nancy binay ur next...pag study na!!! https://t.co/AklAaZySx4,1,1,0.97335804,0,0.977
"Crowd cheers when Binay says: ""Ang aming mga senior citizen sa Makati libre pedicure at manicure, libre sine, wag lang magsama ng di asawa""",0,1,0.99619436,0,0.999
The audacity to run as president... sobrang kapal mo Binay :/,1,1,0.9890188,1,0.997
Best cheating goes to MAR ROXAS ??a #DayaangDILAW,1,1,0.9963965,1,0.9995
BAKA PATI ALDUB NARIN Mar ROXAS  ANU BAYAN  https://t.co/Zs93qt0O0I,1,1,0.7445859,1,0.9697
#daangmatuwid with the son of Mar Roxas ?????? @ Laguna State… https://t.co/YBAcO3bUbp,0,0,0.51346755,0,0.999
"Confidently nognog, pandak, laki sa hirap with a heart -binay",0,1,0.8972639,0,0.669
"Cayetano accuses Malacañang, Roxas, Poe of conspiracy vs Duterte https://t.co/7967DQ5gXc  | @NCorralesINQ #VotePH2016",0,0,0.99249035,0,0.9985
#OnlyBinayPriority4Ps,0,0,0.99263257,0,0.998
"'President' Binay to give benefits, scrap income tax for the poor https://t.co/CAbUuohqGc #PHVote https://t.co/EtXDd4qvuq",0,1,0.8149305,0,1.0
Si Binay o si Roxas o si Poe? (Download your free ebook)  @philstarstyle https://t.co/7JAvSGnQXZ via @sharethis,0,0,0.5444249,0,0.9985
"Roxas, Binay, Señeres commit to attend presidential debates https://t.co/yHA5ga0pgT",0,0,0.992596,0,1.0
Kapal mo Mar Roxas para bumisita pa dito sa tacloban kupal talaga,1,1,0.6488141,1,0.9995
Be scared. Be very very scared.  #Binay https://t.co/x1FExCTlib,1,1,0.9840253,1,0.988
Seriously Mar?!?!?!?! Vote wisely please... It's really either Duterte or Miriam... https://t.co/npQyVKiIuQ,1,1,0.994423,1,0.9854
"Bakit puro Makati pinagmamalaki ni Binay, Dapat nga yung mga nagawa nya sa Pilipinas, kasi V-President sya eh. Hindi na mayor ng makati",1,0,0.8104831,1,0.619
"Kung walang kwenta si binay, why people in makati still rooting for him?",0,0,0.9889559,0,0.938
Binay must think we're all stupid https://t.co/DF2yfQ8nlS,1,1,0.996396,1,0.9854
".senmiriam: Bawat tayo ay may abilidad. Hindi naman isa lang ang matalino, tapos bobo lahat. Pare-pareho lang tayo. #Eleksyon2016",0,1,0.56058604,0,0.9604
"ALAGA
Baste:durian,may amoy
Paolo:tsinelas, naka-rubber
Luis:alampay, nakalaylay
Sandro:bank accounts,malaki
Binay:uling, maitim
#RP69fanfic",1,1,0.99675435,1,0.978
#NogNogHambog,1,1,0.99587375,1,0.9995
Ay puta bakit ganitong ad si Binay?,1,1,0.99044645,1,0.9985
Ang dilim ng commercial ni binay puta. HAHAHA,1,1,0.6069463,1,0.995
Si Mar Roxas ang Pangulo at tagapag ligtas ko ipasa ito sa 50 na friends mo sa Fb at mag kakaroon ka ng tsinelas... https://t.co/wHFY0Ml0LF,0,1,0.9908862,0,0.97
Grabe patalastas ni binay sunod sunod T.T kurakot pa pot*,1,1,0.9966191,1,0.9976
@yvydulog Hmmm.. Wala kang nilalandi pero ang landi mo pagdating kay Binay! HAHAHAHAHAHAHAHAHAHA! ???? Sige sige patingin! ??,1,1,0.99525744,1,0.753
#Journeyto30 Notes on Binay https://t.co/x0Q5KRr1DB,0,0,0.9921956,0,0.994
Poe advisers say they’re more than a match for Binay’s Puno https://t.co/hjf2yu7kGt via @inquirerdotnet,0,1,0.8183665,0,1.0
"IN YOUR FACE, GRACE POE-TANGINA MO! no offense though",1,1,0.9958818,1,0.995
kinda believing this doe.,1,1,0.97389066,0,0.8267
Duterte: Pekka,0,0,0.98437357,0,0.9634
"Ombudsman upholds criminal charges vs VP Binay, son https://t.co/9Vqn4Cnq9W",0,0,0.9912287,0,1.0
RT @MarkSablan: In all fairness sa jingle ni Binay!!! CATCHY AF. While watching #1Mister5Misis.,0,0,0.91389805,0,0.9907
may bago na namang commercial si binay ?? Only B1nay ????,0,0,0.7108661,0,0.9224
The question is not whether #Binay is bad but whether he will be badder https://t.co/vUTYOBOuzT @VPJojoBinay https://t.co/F3VnzEbnh0,1,1,0.99662447,1,0.9966
@ruizgemrylld hihingi nalang pala ako kay binay??,0,1,0.9832776,0,0.9893
So the anti Duterte ads in ABS-CBN has started huh. They even had to use innocent children for their black propaganda. That's so DECENT,1,1,0.99299955,1,0.857
"Kahit maging kasing sunog pa ni Binay si Kris Aquino Never magiging ""quits"".",1,1,0.9957201,1,0.7773
"How can you vote for Mar Roxas? Nanunuro nnmn,kasalanan nanaman ng tao... Ang bobobo talaga ng mga dilaw na yan..Mula pa noon...",1,1,0.9967007,1,0.9927
@vickygarch Leader si Mar Roxas?? Show me when in last 6 years Mar showed leadership in crisis situations. What was seen were meltdowns.,0,1,0.9855864,1,0.7905
"Pati ba naman Picos Machine, binayaran ni Mar Roxas??????",1,1,0.89194375,1,0.8267
SIGURO NGA MARAMING NAKURAKOT SI BINAY PERO DAMA NAMAN NAMING TAGA MAKATI.,1,1,0.9926852,1,0.9966
"""@_Ramace: ""Only Binay, Oily Binay"" ??"" EMG. HAHAHA",1,1,0.9923286,1,0.984
"Trillanes: ""Pero kung ang layunin ng pamilya Binay sa kasong ito ay para tigilan ko sila sa aking pag-uusig, nagkakamali sila.""| @maracepeda",0,0,0.9757692,0,0.9976
"After the debate, who will you vote? I assumed you all hate Binay.",0,1,0.97895414,1,0.725
9) bwisit na bwisit ako kapag pinapalabas yung ad ni binay lalo na't alam kong mali siya ng gamit ng 'nang at ng' LORD NAMAN,1,1,0.9963182,1,0.998
"Yung natupad na ang tuwid na daan ni Mar Roxas, di ka pa nakakalimot sakanya. Hahaha. #saklap #Halalan2016",0,1,0.9872966,1,0.8394
PUTA AYOKO NA BUMOTO PURO SILA CONTROVERSY PUTA AYOKO NA SIGE NA MAG LP NA ULIT TAYO DIS 2016 KESA NAMAN BINAY PUTA,1,1,0.99592555,1,0.9995
Bakit ang lungkot na nung si Grace Poe,0,0,0.9251174,0,0.845
Ang laki ng YOLANDA FUNDS. From 4M to 7M in 3 hours ni MAR ROXAS. Meanwhile nasa 12M pa din kay Duterte.,0,0,0.99356633,0,0.98
But the vote buying of mar roxas wasn't noticed? Really dude? https://t.co/0QI0hQNK7N,1,1,0.99615866,1,0.7363
Baka biglang mataasan ni Roxas si Duterte ah! Halatang halata na yun! #Halalan2016 #DU30,1,1,0.90022856,1,0.5376
LABAN MADER LENI. HUHUHU,0,1,0.9698556,1,0.8125
"Retweeted JN MRGRT (@jamnanadae):

""Kids are not props. Do not use them for your desperate motives""

DUTERTE TILL THE END",1,1,0.99586403,1,0.684
Puro ka nognog....kayumanggi kaya mga Pilipino ano ba yan @/binay,0,1,0.9931617,1,0.9985
"prof: ""mar, what is the powerhouse of the cell?""mar roxas: ""m....m...mi-....matuwid na daan""",0,0,0.97104037,0,0.9077
AFP modernization natuloy natutupad under pnoy admin. hindi yan matutuloy if binay or duterte wins. mga pro china n communist sila,1,1,0.99588674,1,0.804
"Great andwer, Mar
 RT @beacupin: WATCH: Roxas on Cayetano's allegation admin is behind Trillanes' exposes #PHvote https://t.co/XW6vwXUQYo",0,0,0.99255955,0,1.0
@gmanews sure talo na kasi #AyawSaDILAW nananawagan na lets volt in POEXAS [posas] #PHVoteDuterte #Halalan2016,1,1,0.9966061,1,0.9487
Nognog pandak laki sa hirap yan si binay di tulad ng iba sabog sa kabog lol #SolidAronatics,1,1,0.99648947,1,0.9883
"may kulang sa advertisement ni binay walang ""kokey"" hahaha",1,1,0.91271466,1,0.981
"""Only Binay touches my skin""dafuq?????",1,0,0.5091361,1,0.9946
Nako binay ha. ??,1,0,0.9722525,1,0.9727
Lagot kayo sa DU30 fans kapag nanalo si Mar Roxas #DayaangDILAW #Eleksyon2016 #DapatTama,1,1,0.99641716,1,0.977
I'm so full of these complexion shaming that's been going on with Binay. It's not funny ??????,1,0,0.8482525,0,0.566
"RT @DiKukurap: Mar Roxas, umatras na sa laban! Hindi na inintay i-disqualify, inunahan na nya. Ayos, pro-active! https://t.co/3Wc0FEnnnE",0,0,0.99310005,0,0.9995
@gmanews @VPJojoBinay Tama VP Binay idaan nlng po natin yn sa dasal. pabayaan na ang mga naninira hindi cla mananalo. #OnlyBinayUNAsaIlocos,0,0,0.9922388,0,0.9995
"Minsan, tingin ko si Aquino ang campaign manager ni Mar Roxas eh.Si Josh Aquino.",0,0,0.9739827,0,0.977
Are the Romualdezes supporting Binay in 2016? https://t.co/66JGM9jUdJ | via Rappler,0,0,0.99306047,0,0.9995
Ay parang nakakaasar yung advertisement ni binay :/,1,1,0.99228364,1,0.9927
"I am no longer working for Mar Roxas, but this story deserves to be told https://t.co/Wt4QCgVTwt",0,1,0.9718919,0,0.9985
"RT @buwayahman: What really happened between Alfred Romualdez, Mar Roxas and Yolanda? https://t.co/UmxEPgBej3",0,0,0.9926386,0,0.9985
"Alam mo binay, isa ka din sa problema eh. ??",1,1,0.84053564,0,0.8613
Ang lasting peace makakamit kung matutuunan natin ang kahirapan na naglipana sa inyong lugar. -- Binay,0,1,0.996478,0,0.9966
Motto: (Binay) Laging Handa! https://t.co/9i2nhLZn69,0,0,0.9930876,0,0.9995
Sana pag tinignan ko si Binay last time ko na makakita ng corrupt na sinungaling. ?? https://t.co/7skFBlsx6C,1,1,0.9956904,1,0.998
#OnlyBinayPriority4Ps,0,0,0.99263257,0,0.998
Nako binay huhuhu,1,1,0.69637793,1,0.9185
"The VP race is much more aggressive than the Presidential. De Castro vs Legarda, Binay vs Roxas and now Marcos vs Robredo. #BBM",0,1,0.9954822,0,0.999
Me: Si Binay parang si Kokey.????,1,1,0.98834723,1,0.9883
: Shet mukhang teenager si Sen. Poe #PiliPinasDebates2016,0,1,0.7555822,0,0.987
Mas malala pa sa pagharap sa senado ang ginawang pagpunta ni VP Binay sa… https://t.co/y77PI5HZMi,0,0,0.99250937,0,0.998
Mar Roxas: Bullet planting scheme has sown anger and fear | @alexisbromero,0,1,0.8997493,0,0.998
Binay: NHA not at fault for 'Yolanda' housing woes https://t.co/kz2cQLOmJu https://t.co/4XxXQCLm1J,0,1,0.93277276,0,1.0
#MarRoxasAllTheway,0,1,0.9275585,0,0.5713
ng BOYSCOUT. LOL,0,1,0.80934864,0,0.722
"Magnanakaw na nga, minamaliit pa ang mga guro. Wag ganun Binay. @TrillanesSonny #NogNogHambog",1,1,0.99565303,1,0.9995
It reminds me of Binay and Marcos: A Politician Dies And Forced To Spend Day In Hell; What Happens Next Is Priceless https://t.co/tCySVjTPfB,0,1,0.9884851,0,0.9414
#PHVote,0,0,0.98335916,1,0.6577
"@ABSCBNNews @SenGracePOE @jeffcanoy Grace knows CDO is Duterte's bailiwick, with both rivals Moreno and Rodriguez who are for @RRD_Davao",0,1,0.9936884,0,0.9985
Pupunta ng ibang bansa si Roxas at Binay kasi yari sila kay Duterte.,1,0,0.9520872,0,0.914
"#binay2016 will not only aim for billions but eventually he will claim r country us ""PiliBinay"" #notobinay #PHVote https://t.co/z7CA2CeAgy",1,1,0.9942684,1,0.6157
‘Batang Pasay’ Binay gets sentimental on birthday https://t.co/1UCHvFS00e | @manila_bulletin,0,0,0.99160904,0,0.9995
#MarRoxas satsat ng satsat eh wala namang ginawa kng alam nman nya saan pwde bumili ng droga.. https://t.co/iOkBXUbt4a,1,1,0.99619114,1,0.769
@BNLMSLRS @camstejada mar roxas to,0,0,0.989092,0,0.9985
ChardTillas InvadesOzamis,0,0,0.9901641,0,0.967
"JUST IN: Mar Roxas to make an announcement tomorrow 10 am at LP Balay HQ | @JLDejesusINQ, via @inquirerdotnet",0,0,0.9911486,0,1.0
"LOL! yung commercial ng Binay, ininsulto yung sarili para makakuha ng simpatya??!! nakakatawa lang..",1,1,0.9958972,1,0.905
PH VOTE DUTERTE,1,0,0.77996075,0,0.775
Abby Binay and Monique Lagdameo working it @manila_bulletin https://t.co/eKpi0EOEDX,0,1,0.600562,0,1.0
@iammarlonramos Hay nako @MARoxas may msabi kananaman eh wala nmang kinalaman c binay dyan. pra lng masira mo sya enu ? #OnlyBinay,1,1,0.9949999,1,0.9785
Bakit yung Comelec website pa hinack? Pede naman mga accounts nina Binay ryt? Dagdag stress kayo,1,1,0.9954255,1,0.964
5 - SANTIAGO #Halalan2016,0,0,0.95885193,0,0.984
Aray. Kelan matatapos itong nakakasulasok na pagkakamkam ni Binay at ng pamilya nia sa pera ng Pilipinas? https://t.co/KgE8tahXoI,1,1,0.99123913,1,0.9956
Pag di nanalo si Mar Roxas biglang magkakasakit si PNoy para di makulong. ??????,1,1,0.99556386,0,0.8105
"Good at cheating? Hello, Garci? - VP Binay praises Puno work in UNA: He’s really good https://t.co/nHO9KdJamW #NoToBinay2016",1,1,0.99430895,1,0.9165
Only Binay? bakit trending si Bae ugh.,1,1,0.69629407,1,0.967
Kailangan pag ieendorse si Binay laitin? At sa tv pa? Edi wow!,1,1,0.99444926,1,0.99
Nabibwiset ako sa tuwing nakikita ko si Mar Roxas. Naaalala ko lahat ng kapalpakan niya sa DILG. ??,1,1,0.9941683,1,0.988
"Malapit na talaga akong ma lss sa ""Only Binay"" na yan. Ibalik ang ""Micronutrient Deficiency labanan natin to"" hahahaha  #ALDUBFightForLove",0,1,0.9960853,0,0.806
sa meeting ng binay????,0,0,0.9909937,0,0.9976
Pro Duterte ko; but I am pissed by how all of these people are trying to occupy 1 lane ??,1,1,0.99334866,0,0.571
"Yung mga boboto, wag naman po kayong mang-away ng ibang Presidentiables. Respect each other. Roxas to Poe #AyawSaDILAW DUTERTE TILL THE END",1,1,0.99644804,1,0.9863
"PPCRV Presidential candidate results: (PARTIAL) as of 10:30 p.m.
1 - DUTERTE- 12,263,802
2 - ROXAS-7,024,106
3 -... https://t.co/3cIH7Ekhdc",0,1,0.95382124,0,1.0
#onlybinay,0,0,0.9914746,0,0.995
Mar Roxas visits vote-rich Pangasinan again  @PhilippineStar @PhilstarNews,0,0,0.993042,0,0.998
#daangmatuwid with the son of Mar Roxas ?????? @ Laguna State… https://t.co/YBAcO3bUbp,0,0,0.51346755,0,0.999
VP Binay on Gringo: Hindi niyo masisindak ito @manila_bulletin https://t.co/LcnyhEhKTc,0,0,0.9529865,0,0.996
@ALDUBNation Akala ko si Binay! Hahahaha Joke! #ALDUBHappyBdayLOLA,1,1,0.98908174,1,0.899
[A] Pahayag ni Leni Robredo sa Grace-Leni Ad: https://t.co/fNg0zvSWOM #RoxasRobredo #LeniIsMyVP #May5Win https://t.co/e40qSzXY9Y,0,1,0.98714834,0,0.9995
#PiliPinasDebates2016,0,0,0.7254808,0,0.613
Bakit si Binay sinisisi nyo? XD,0,0,0.93032783,1,0.7495
@LorenaDimple60 #marroxas is desperate in general. Alam na nya na talo sya kaya ng bwisit na lang #DuterteTillTheEnd,1,1,0.9967714,1,0.99
Nakakabahala kung ang Lideratura ni Mar Roxas ang mauupo. Di pedeng ganito ang magiging leader na tin. They are... https://t.co/w2eJGo9jRK,0,1,0.9966157,0,0.536
Palasyo pumalag sa paninisi ni Binay sa Zapanta case https://t.co/QdsRE6d4MB | via Bombo Radyo,0,0,0.99255306,0,0.9995
#RoxasRobredo | Strategies to Address Prevailing National Concerns https://t.co/SldaV3b54c #SwitchToMar,0,0,0.9933124,0,0.9995
Ang maka-duterte nagkakaisa. Ang maka-roxas gumagawa ng mga black propaganda. Desperado ehh. ????,1,1,0.99642676,1,0.9966
Ewan ko sayo Binay. Hindi yon dahil sayo na mayaman ang Makati. Dahil yon sa tax ng mga Ayala. ????,1,1,0.9940817,1,0.968
@zetsobejana MRT - Mar Roxas Transit (mej bulok),1,0,0.7857651,1,0.9927
BREAKING: @MARoxas calls on Sen. Grace Poe to meet w/ him for unity against looming dictatorship #VotePH2016 https://t.co/orhCwNtmfB,1,1,0.9947978,0,0.999
Ombudsman to appeal if SC rules in favor of Mayor Binay - CNN https://t.co/iNVa1OAN8v,0,0,0.9912862,0,1.0
Puro Mar Roxas nalang sa news at commercial sus pahumot.,1,1,0.9480875,0,0.6636
@societyofhonor  rotten to the core #Binay,1,1,0.5792272,1,0.996
#unexpectedMOMENT https://t.co/8EtBQUnBTv,0,1,0.98843455,1,0.596
instant BV sa ad ni binay,1,1,0.6509883,1,0.8066
I miss Binay. Paminsan minsan na lang siya lumalabas sa news. Kelan ba ulit siya gagawa ng katarantaduhan?,1,1,0.9957904,1,0.9707
Graft raps ordered vs Binay Jr.; VP to be accused after his term https://t.co/sSVbeCO96n,0,0,0.9919139,0,0.9995
"RT @mor1019jhaiho: Kakapanuod ko lang ng kamustahan, kwentuhan ni Daniel Padilla with Mar Roxas, pero spotted ang MOR… https://t.co/kmjLe4K…",0,0,0.9930489,0,0.994
Ako lang ba? Ako lang ba yung buysit na buysit kapag TV Commercial na ni Mar Roxas?,1,1,0.9943093,1,0.993
sadiyang tanga 'tong si Mar Roxas e no? tinatakpan pa yung butas ng kaso sa laglag bala sa NAIA! wag kami uyy! taniman kita ng bala sa ulo e,1,1,0.99623317,1,0.9985
Walang kwenta yung opinyon ni binay #imbestigador,1,1,0.99289685,1,0.997
May chance pang manalo si Jejomar Binay at Mar Roxas kapag nandaya sila ...,1,0,0.82648647,1,0.913
"RT @PTVph: [VIDEO] Sen. Alan Cayetano: Kapag nanalo si Binay, magkakaroon ng 'revenge of the trapo' | https://t.co/IeziZIZyUs"" target=""_blank"">https://t.co/IeziZIZyUs https://t.co/…",1,1,0.9376779,1,0.9287
#DuterteTayo #Du30 https://t.co/4Nrj0EPktM,0,0,0.9891094,0,0.982
"SUMMARY: What Roxas, Poe, Binay, Duterte, Señeres are saying about PNoy's SSS veto https://t.co/7SqY4KX5Hh via @sharethis",0,0,0.99274,0,0.999
"""How can Binay stop corruption naman diba?""  -Sen. Alan Cayetano #AKTIBOTO #DuterteCayetanoinUST",1,1,0.9958896,0,0.7046
RT @lotiabad: ang oily ni Binay kanina. di ba sya nagpowder man lang? may aircon naman dun -.-,1,1,0.99624807,1,0.9946
"Lonely Binay, lonely Binay! Sino pa ba, lonely Binay!????????",0,1,0.80327016,1,0.942
#MayoNaRoxasNa For #RoxasRobredo to bring out the best and not the worst in us all. https://t.co/xRymR6Fy5j,0,1,0.9840254,0,0.9995
"RT @24OrasGMA: VP Binay, nagpasaring sa isang kandidato kaugnay sa trapiko sa Metro Manila https://t.co/JyiSOUufVG https://t.co/iveWer8BGz",0,1,0.99638027,0,1.0
"Isang intro pang walang kwenta, ililipat ko na to sa laro ng San Miguel. Isang declaration pa Grace Poe hahaha",1,1,0.9943084,1,0.907
Ok lang si duterte wag lang si roxas,0,0,0.93970203,0,0.986
"Duterte - 18,000,999 votes
Santiago - 17,999,998 votes
Poe - 5,000,657 votes
Binay - No Votes
Roxas - Negatives Votes 

#Duterte2016",0,1,0.9963374,0,0.638
#TSEditorial No drama Is Mar Roxas’ argument in his new advertisement compelling enough? https://t.co/dSWlfYULdS https://t.co/vWNssxfrf1,0,1,0.9951704,0,0.997
RT @kimagravante1: pati si binay ideal boy na ng mga babae hahahaha :D,0,1,0.987199,0,0.9717
Hala ulol tong si Binay https://t.co/WxCZLYeT63,1,1,0.9965485,1,0.9897
Palagay ko  nangangampanya na si VP Binay? wag mo sana kalimutan na ikaw pa rin ang Vice Pres ng Pilipinas. https://t.co/mBeCnfs9LD,0,0,0.94831866,1,0.921
Siraan nyo na si Mar Roxas pero wag nyo na idamay si Cong. Leni Robredo. Si Mar Nalang!,0,1,0.97702575,1,0.7515
"ANG ""KAMPANYA SERYE"" NG TV PATROL. EVERY NIGHT IS ALL ABOUT MAR ROXAS. HINDI TALAGA KAYO BIAS. HAHAHAHAH #ABiasCBN",1,1,0.9879103,1,0.9883
"Erap denied that Binay's corruption issues were a factor for him to choose Poe, since he was also accused of corruption during his term.",0,0,0.992374,0,0.921
"Honasan on VP Binay: ""No one can replicate him. He is genuine""",0,0,0.9926398,0,1.0
What the fukk is wrong with BINAY!!! I really have his new Ad.,1,1,0.994079,1,0.996
Mar blinded by ambition – Binay http://t.co/PK1Enu3WoF #Manila #News #Asia,1,0,0.98889786,0,0.6875
Nakakasira ng mood kpg sunud sunod pinalabas ung presidential ads nila Mar Roxas at Jejomar Binay.,0,1,0.9893667,1,0.981
"8k na lamang ni atey. Ok na siguro to. 

Walang Binay, walang Bongbong. 

Pilipinas, NOT BAD. ????",0,1,0.9964216,0,0.8687
Describe Mar Roxas in 3 words,0,0,0.92869216,0,0.963
Only Binay ang #PinakaEpal #PinakaBweset na Political TV Ads sa Pinas #BwesetKaBinay,1,1,0.99243873,1,0.9985
"Lol, may hawig si Miho kay Nancy Binay.",0,0,0.87350434,0,0.9893
"@khieeeeen nognog pandak laki sa hirap, yan si binay",1,1,0.99563676,1,0.9033
Nakaka bad trip na talaga ads ni Binay. Plastic.,1,0,0.9597999,1,0.9995
"60% pa lang yan, wag makampante, magugulat ang lahat pag 90% na ang na transmit si Roxas no. 1 https://t.co/aMy5YGlHUl #Halalan2016",0,1,0.9966732,0,0.926
Hindi umubra ang panlalandi ni Binay kay Karen Davila #PiliPinasDebates2016,0,0,0.9751359,0,0.998
Tangines ?? hoy binay imy na @ScevenDCN di ka pa uli nagpaparamdam yun bang 'woooh' hahahaha leche,1,1,0.97065955,1,0.9995
Akala ko na nasa 260M+ lang ang pera nila ayon kay Nancy Binay. Hmmm.. Nakalikom agad sila 300M from supporters? https://t.co/iftPHFhKyJ,0,1,0.9963362,0,0.8657
These new post-Yolanda Mar Roxas images break my heart. You want to know why? —... https://t.co/wbTpcxTu8d,0,0,0.96613055,0,0.992
"Some ppol spin things2make thmselves look goodWhat really happened between Alfred Romualdez, Mar Roxas and Yolanda? https://t.co/nhZEsqPOW2",0,1,0.9898707,0,0.7764
sayang nakatulog ako sa pagod last week. sana iupload somewhere. wala sa kc sa youtube ung kay binay huhu #WantedPresident,1,1,0.9925247,1,0.79
"Binay, magkaiba ang tae sa nognog. Sa case mo, Tae ka.",1,1,0.9912788,1,0.986
#OnlyBinayHatawSaCebu,0,0,0.98478323,0,0.9917
"Mga mahistrado ng Supreme Court, balik session na matapos ang halos 1 buwan na recess; kaso ni Mayor Junjun Binay, tatalakayin I via...",0,1,0.99632996,0,0.995
"Tang inang Trillanes at Roxas to, binenta pala ang Pilipinas sa China. Kaya pala ayaw manalo si Duterte..",1,1,0.9961366,1,0.991
#AlDubFightForLove,1,1,0.9275585,0,0.7334
"Ang sakit isipin na mas mataas pa votes ni Binay kay santiago, ni Roxas kay santiago at ni poe kay santiago hay",1,1,0.9943566,1,0.8193
Ako lang ba naiirita sa ads ni Binay?,1,1,0.9939832,1,0.9966
Don't vote binay or marcos place,1,0,0.94995284,0,0.751
me: 'respect'? omg ano na mangyayari sa pinas kung puro 'respect' nalang?,1,1,0.9942464,1,0.9653
#OnlyBinay lang ang makakatanggal ng problema natin sa napakalaking income tax. #UNA #Ginhawa #BinayPaRin https://t.co/2uDJf1CMVl,0,1,0.99498785,0,0.9995
Naiinis ako sa binay na babae. Para namn may pake ako kahit di ako pansinin,1,1,0.6393104,1,0.993
"I missed that. Did you hear Dindo talk about the 22% soft votes? President could be Duterte , Poe or Binay.   https://t.co/tVD9PbnUCN",0,0,0.9722072,0,0.9985
